k[1/A]	HH	LH	SO
0.0595959595959596	(-0.09707496760189475+0j)	(-0.037546183073496+0j)	(-0.05194397736712925+0j)
0.06060606060606061	(-0.09892042952885761+0j)	(-0.03877460989364178+0j)	(-0.053532891614626+0j)
0.06161616161616162	(-0.10080706509092811+0j)	(-0.04002350721602346+0j)	(-0.04002350721602347+0j)
0.06262626262626263	(-0.10273519134433905+0j)	(-0.041292884098278755+0j)	(-0.05676056089437078+0j)
0.06363636363636363	(-0.10470510566606153+0j)	(-0.042582748834309+0j)	(-0.042582748834309035+0j)
0.06464646464646465	(-0.10671708477201547+0j)	(-0.04389310903018752+0j)	(-0.04389310903018747+0j)
0.06565656565656566	(-0.10877138390975104+0j)	(-0.04522397167145402+0j)	(-0.061722086982209566+0j)
0.06666666666666667	(-0.11086823623495859+0j)	(-0.04657534318288452+0j)	(-0.06340686476148162+0j)
0.06767676767676768	(-0.11300785237757913+0j)	(-0.04794722948167524+0j)	(-0.06510673037286462+0j)
0.06868686868686869	(-0.11519042019958596+0j)	(-0.04933963602485067+0j)	(-0.06682149049736079+0j)
0.0696969696969697	(-0.11741610474283215+0j)	(-0.06855097505393025+0j)	(-0.05075256785159774+0j)
0.0707070707070707	(-0.11968504836181988+0j)	(-0.052186029621133105+0j)	(-0.07029503702885363+0j)
0.07171717171717172	(-0.1219973710329756+0j)	(-0.053640025646632734+0j)	(-0.07205355213252904+0j)
0.07272727272727272	(-0.12435317082908717+0j)	(-0.12435317082908721+0j)	(-0.07382641829458357+0j)
0.07373737373737374	(-0.12675252454508876+0j)	(-0.0566096361676438+0j)	(-0.05660963616764383+0j)
0.07474747474747474	(-0.1291954884593742+0j)	(-0.12919548845937384+0j)	(-0.07741490255675425+0j)
0.07575757575757576	(-0.13168209921336346+0j)	(-0.1316820992133635+0j)	(-0.07923042108684343+0j)
0.07676767676767676	(-0.1342123747911005+0j)	(-0.06121814994213885+0j)	(-0.06121814994213884+0j)
0.07777777777777778	(-0.1367863155802367+0j)	(-0.06279542617841195+0j)	(-0.06279542617841195+0j)
0.07878787878787878	(-0.1394039054958195+0j)	(-0.06439325938416261+0j)	(-0.06439325938416267+0j)
0.0797979797979798	(-0.14206511314878545+0j)	(-0.06601165198081177+0j)	(-0.06601165198081169+0j)
0.0808080808080808	(-0.1447698930419285+0j)	(-0.06765060623148057+0j)	(-0.08852044340149125+0j)
0.08181818181818182	(-0.14751818677727152+0j)	(-0.06931012425329004+0j)	(-0.06931012425328999+0j)
0.08282828282828283	(-0.15030992426017295+0j)	(-0.07099020802855822+0j)	(-0.07099020802855828+0j)
0.08383838383838384	(-0.153145024887069+0j)	(-0.07269085941500628+0j)	(-0.07269085941500632+0j)
0.08484848484848485	(-0.15602339870540433+0j)	(-0.07441208015507288+0j)	(-0.07441208015507289+0j)
0.08585858585858586	(-0.15894494753602464+0j)	(-0.07615387188442407+0j)	(-0.07615387188442403+0j)
0.08686868686868687	(-0.16190956604997148+0j)	(-0.07791623613973851+0j)	(-0.07791623613973853+0j)
0.08787878787878788	(-0.16491714279328015+0j)	(-0.07969917436583578+0j)	(-0.07969917436583579+0j)
0.08888888888888889	(-0.167967561154899+0j)	(-0.08150268792221269+0j)	(-0.0815026879222127+0j)
0.0898989898989899	(-0.1710607002742942+0j)	(-0.08332677808904125+0j)	(-0.08332677808904128+0j)
0.09090909090909091	(-0.1741964358865782+0j)	(-0.08517144607267965+0j)	(-0.10818453206714869+0j)
0.09191919191919191	(-0.17737464110415885+0j)	(-0.08703669301074017+0j)	(-0.08703669301074017+0j)
0.09292929292929293	(-0.18059518713489342+0j)	(-0.08892251997675521+0j)	(-0.08892251997675524+0j)
0.09393939393939393	(-0.18385794393758276+0j)	(-0.09082892798447643+0j)	(-0.11437712902903958+0j)
0.09494949494949495	(-0.18716278081633886+0j)	(-0.09275591799184069+0j)	(-0.09275591799184092+0j)
0.09595959595959595	(-0.19050956695593785+0j)	(-0.09470349090463125+0j)	(-0.09470349090463127+0j)
0.09696969696969697	(-0.1938981719007037+0j)	(-0.09667164757986133+0j)	(-0.09667164757986146+0j)
0.09797979797979799	(-0.1973284659798086+0j)	(-0.09866038882890299+0j)	(-0.09866038882890306+0j)
0.09898989898989899	(-0.20080032068210144+0j)	(-0.10066971542038466+0j)	(-0.10066971542038457+0j)
0.1	(-0.20431360898373196+0j)	(-0.10269962808287465+0j)	(-0.10269962808287467+0j)
