k[1/A]	HH	LH	SO
0.08282828282828283	(-0.14275920701128897+0j)	(-0.06900556728113834+0j)	(-0.06900556728113827+0j)
0.08383838383838384	(-0.1454517300461919+0j)	(-0.07069889247468203+0j)	(-0.070698892474682+0j)
0.08484848484848485	(-0.14818467441280067+0j)	(-0.14818467441280062+0j)	(-0.09248175211536702+0j)
0.08585858585858586	(-0.15095797826363624+0j)	(-0.0741471183233528+0j)	(-0.0741471183233528+0j)
0.08686868686868687	(-0.1537715726442379+0j)	(-0.07590201897847995+0j)	(-0.07590201897847983+0j)
0.08787878787878788	(-0.15662538229752496+0j)	(-0.07767744478746817+0j)	(-0.0776774447874682+0j)
0.08888888888888889	(-0.15951932643688552+0j)	(-0.07947339575031752+0j)	(-0.07947339575031752+0j)
0.0898989898989899	(-0.16245331948393035+0j)	(-0.08128987186702809+0j)	(-0.10232258251856637+0j)
0.09090909090909091	(-0.16542727176777297+0j)	(-0.08312687313759971+0j)	(-0.08312687313759988+0j)
0.09191919191919191	(-0.16844109018358816+0j)	(-0.08498439956203246+0j)	(-0.1063688131723862+0j)
0.09292929292929293	(-0.17149467880897046+0j)	(-0.08686245114032642+0j)	(-0.08686245114032642+0j)
0.09393939393939393	(-0.17458793947733284+0j)	(-0.08876102787248148+0j)	(-0.11047894303997469+0j)
0.09494949494949495	(-0.17772077230820527+0j)	(-0.09068012975849762+0j)	(-0.09068012975849762+0j)
0.09595959595959595	(-0.18089307619482947+0j)	(-0.09261975679837495+0j)	(-0.11465376329166654+0j)
0.09696969696969697	(-0.1841047492498885+0j)	(-0.09457990899211347+0j)	(-0.11676568539914692+0j)
0.09797979797979799	(-0.18735568921060272+0j)	(-0.09656058633971308+0j)	(-0.09656058633971304+0j)
0.09898989898989899	(-0.19064579380469338+0j)	(-0.09856178884117378+0j)	(-0.1210390645253128+0j)
0.1	(-0.19397496107897746+0j)	(-0.10058351649649566+0j)	(-0.1005835164964957+0j)
